date,airline,flight,departure_airport,arrival_airport,departure_time,arrival_time,duration,type,Cabin,price
2025-05-20,深圳航空,ZH1643,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),上午7:55,上午10:20,2小时25分钟,直达,经济舱,1270
2025-05-20,山东航空,SC5097,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),上午7:55,上午10:20,2小时25分钟,直达,经济舱,1270
2025-05-20,中国国际航空,CA1643,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),上午7:55,上午10:20,2小时25分钟,直达,经济舱,1270
2025-05-20,深圳航空,ZH1623,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),下午12:10,下午2:10,未知飞行时间分钟,直达,经济舱,1940
2025-05-20,山东航空,SC5746,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),下午12:10,下午2:10,未知飞行时间分钟,直达,经济舱,1940
2025-05-20,中国国际航空,CA1623,北京首都国际机场(PEK),哈尔滨太平国际机场(HRB),下午12:10,下午2:10,未知飞行时间分钟,直达,经济舱,1940
2025-05-20,吉祥航空,HO5540,北京首都国际机场(PEK),上海浦东国际机场(PVG),下午7:30,下午9:55,2小时25分钟,直达,经济舱,1580
2025-05-20,中国东方航空,MU5154,北京首都国际机场(PEK),上海浦东国际机场(PVG),上午11:30,下午1:30,未知飞行时间分钟,直达,经济舱,1870
2025-05-20,厦门航空,MF3567,北京首都国际机场(PEK),上海浦东国际机场(PVG),上午11:30,下午1:30,未知飞行时间分钟,直达,经济舱,1900
2025-05-20,山东航空,SC5416,北京首都国际机场(PEK),上海浦东国际机场(PVG),上午8:00,上午10:15,2小时15分钟,直达,经济舱,2220
2025-05-20,中国国际航空,CA1835,北京首都国际机场(PEK),上海浦东国际机场(PVG),上午8:00,上午10:15,2小时15分钟,直达,经济舱,2220
2025-05-20,中国国际航空,CA1819,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午8:15,下午10:15,未知飞行时间分钟,直达,经济舱,680
2025-05-20,深圳航空,ZH1819,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午8:15,下午10:15,未知飞行时间分钟,直达,经济舱,870
2025-05-20,山东航空,SC5133,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午8:15,下午10:15,未知飞行时间分钟,直达,经济舱,870
2025-05-20,中国国际航空,CA1503,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午6:00,下午7:55,1小时55分钟,直达,经济舱,1700
2025-05-20,山东航空,SC5061,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午6:00,下午7:55,1小时55分钟,直达,经济舱,1790
2025-05-20,深圳航空,ZH1847,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午10:40,下午12:35,1小时55分钟,直达,经济舱,2300
2025-05-20,山东航空,SC5794,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午10:40,下午12:35,1小时55分钟,直达,经济舱,2300
2025-05-20,中国国际航空,CA1847,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午10:40,下午12:35,1小时55分钟,直达,经济舱,2300
2025-05-20,深圳航空,ZH1817,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午7:55,上午10:05,2小时10分钟,直达,经济舱,2300
2025-05-20,山东航空,SC5131,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午7:55,上午10:05,2小时10分钟,直达,经济舱,2300
2025-05-20,中国国际航空,CA1817,北京首都国际机场(PEK),南京禄口国际机场(NKG),上午7:55,上午10:05,2小时10分钟,直达,经济舱,2300
2025-05-20,深圳航空,ZH1561,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午1:55,下午4:05,2小时10分钟,直达,经济舱,2300
2025-05-20,山东航空,SC5793,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午1:55,下午4:05,2小时10分钟,直达,经济舱,2300
2025-05-20,中国国际航空,CA1561,北京首都国际机场(PEK),南京禄口国际机场(NKG),下午1:55,下午4:05,2小时10分钟,直达,经济舱,2300
2025-05-20,海南航空,HU7187,北京首都国际机场(PEK),武汉天河国际机场(WUH),上午8:45,上午11:05,2小时20分钟,直达,经济舱,1110
2025-05-20,中国国际航空,CA8208,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午1:45,下午4:05,2小时20分钟,直达,经济舱,1730
2025-05-20,深圳航空,ZH4692,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午1:45,下午4:05,2小时20分钟,直达,经济舱,1740
2025-05-20,中国国际航空,CA8210,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午3:05,下午5:15,2小时10分钟,直达,经济舱,2280
2025-05-20,中国国际航空,CA8206,北京首都国际机场(PEK),武汉天河国际机场(WUH),上午11:15,下午1:30,2小时15分钟,直达,经济舱,2280
2025-05-20,深圳航空,ZH4694,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午3:05,下午5:15,2小时10分钟,直达,经济舱,2370
2025-05-20,深圳航空,ZH4690,北京首都国际机场(PEK),武汉天河国际机场(WUH),上午11:15,下午1:30,2小时15分钟,直达,经济舱,2370
2025-05-20,中国国际航空,CA8214,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午7:55,下午10:00,2小时5分钟,直达,经济舱,3337
2025-05-20,中国国际航空,CA8202,北京首都国际机场(PEK),武汉天河国际机场(WUH),上午8:30,上午10:55,2小时25分钟,直达,经济舱,3337
2025-05-20,中国国际航空,CA8212,北京首都国际机场(PEK),武汉天河国际机场(WUH),下午6:00,下午8:00,未知飞行时间分钟,直达,经济舱,6918
2025-05-20,海南航空,HU7535,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午11:05,上午1:40,2小时35分钟,直达,经济舱,520
2025-05-20,海南航空,HU7435,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午5:00,下午7:30,2小时30分钟,直达,经济舱,670
2025-05-20,中国国际航空,CA1325,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午5:30,下午8:10,2小时40分钟,直达,经济舱,850
2025-05-20,海南航空,HU7335,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午11:55,下午2:35,2小时40分钟,直达,经济舱,919
2025-05-20,中国国际航空,CA1971,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午4:15,下午6:50,2小时35分钟,直达,经济舱,940
2025-05-20,中国国际航空,CA1343,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午6:40,上午9:20,2小时40分钟,直达,经济舱,990
2025-05-20,深圳航空,ZH1343,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午6:40,上午9:20,2小时40分钟,直达,经济舱,1120
2025-05-20,华夏航空,G58255,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午6:40,上午9:20,2小时40分钟,直达,经济舱,1120
2025-05-20,深圳航空,ZH1325,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午5:30,下午8:10,2小时40分钟,直达,经济舱,1120
2025-05-20,深圳航空,ZH1349,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午7:45,下午10:15,2小时30分钟,直达,经济舱,1230
2025-05-20,中国国际航空,CA1349,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午7:45,下午10:15,2小时30分钟,直达,经济舱,1230
2025-05-20,海南航空,HU7235,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午10:55,下午1:40,2小时45分钟,直达,经济舱,1290
2025-05-20,深圳航空,ZH1363,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午3:15,下午5:45,2小时30分钟,直达,经济舱,1440
2025-05-20,中国国际航空,CA1363,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午3:15,下午5:45,2小时30分钟,直达,经济舱,1440
2025-05-20,深圳航空,ZH1373,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午1:00,下午3:45,2小时45分钟,直达,经济舱,1760
2025-05-20,中国国际航空,CA1373,北京首都国际机场(PEK),长沙黄花国际机场(CSX),下午1:00,下午3:45,2小时45分钟,直达,经济舱,1760
2025-05-20,深圳航空,ZH1399,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午10:10,下午12:40,2小时30分钟,直达,经济舱,1870
2025-05-20,中国国际航空,CA1399,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午10:10,下午12:40,2小时30分钟,直达,经济舱,1870
2025-05-20,中国国际航空,CA1389,北京首都国际机场(PEK),长沙黄花国际机场(CSX),上午8:30,上午11:10,2小时40分钟,直达,经济舱,2210
2025-05-20,海南航空,HU7815,北京首都国际机场(PEK),广州白云国际机场(CAN),下午8:30,下午11:55,3小时25分钟,直达,经济舱,1194
2025-05-20,中国国际航空,CA1359,北京首都国际机场(PEK),广州白云国际机场(CAN),上午7:00,上午10:25,3小时25分钟,直达,经济舱,1690
2025-05-20,海南航空,HU7813,北京首都国际机场(PEK),广州白云国际机场(CAN),下午7:30,下午10:50,3小时20分钟,直达,经济舱,1720
2025-05-20,中国国际航空,CA1385,北京首都国际机场(PEK),广州白云国际机场(CAN),下午8:05,下午11:20,3小时15分钟,直达,经济舱,1890
2025-05-20,深圳航空,ZH1385,北京首都国际机场(PEK),广州白云国际机场(CAN),下午8:05,下午11:20,3小时15分钟,直达,经济舱,1900
2025-05-20,深圳航空,ZH1359,北京首都国际机场(PEK),广州白云国际机场(CAN),上午7:00,上午10:25,3小时25分钟,直达,经济舱,1900
2025-05-20,海南航空,HU7805,北京首都国际机场(PEK),广州白云国际机场(CAN),下午12:00,下午3:25,3小时25分钟,直达,经济舱,1910
2025-05-20,海南航空,HU7807,北京首都国际机场(PEK),广州白云国际机场(CAN),下午12:30,下午4:00,3小时30分钟,直达,经济舱,1910
2025-05-20,海南航空,HU7809,北京首都国际机场(PEK),广州白云国际机场(CAN),下午2:30,下午6:00,3小时30分钟,直达,经济舱,1910
2025-05-20,中国国际航空,CA1379,北京首都国际机场(PEK),广州白云国际机场(CAN),下午7:00,下午10:20,3小时20分钟,直达,经济舱,2090
2025-05-20,中国国际航空,CA1329,北京首都国际机场(PEK),广州白云国际机场(CAN),下午9:00,上午12:20,3小时20分钟,直达,经济舱,2200
2025-05-20,海南航空,HU7811,北京首都国际机场(PEK),广州白云国际机场(CAN),下午4:30,下午7:50,3小时20分钟,直达,经济舱,2210
2025-05-20,山东航空,SC9198,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:25,下午3:00,3小时35分钟,直达,经济舱,2220
2025-05-20,深圳航空,ZH1351,北京首都国际机场(PEK),广州白云国际机场(CAN),上午8:00,上午11:20,3小时20分钟,直达,经济舱,2220
2025-05-20,中国国际航空,CA1351,北京首都国际机场(PEK),广州白云国际机场(CAN),上午8:00,上午11:20,3小时20分钟,直达,经济舱,2220
2025-05-20,深圳航空,ZH1379,北京首都国际机场(PEK),广州白云国际机场(CAN),下午7:00,下午10:20,3小时20分钟,直达,经济舱,2220
2025-05-20,深圳航空,ZH1329,北京首都国际机场(PEK),广州白云国际机场(CAN),下午9:00,上午12:20,3小时20分钟,直达,经济舱,2220
2025-05-20,深圳航空,ZH9148,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:25,下午3:00,3小时35分钟,直达,经济舱,2220
2025-05-20,昆明航空,KY9188,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:25,下午3:00,3小时35分钟,直达,经济舱,2220
2025-05-20,中国国际航空,CA3560,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:25,下午3:00,3小时35分钟,直达,经济舱,2220
2025-05-20,中国国际航空,CA1321,北京首都国际机场(PEK),广州白云国际机场(CAN),上午9:00,下午12:20,3小时20分钟,直达,经济舱,2430
2025-05-20,深圳航空,ZH1321,北京首都国际机场(PEK),广州白云国际机场(CAN),上午9:00,下午12:20,3小时20分钟,直达,经济舱,2560
2025-05-20,深圳航空,ZH1309,北京首都国际机场(PEK),广州白云国际机场(CAN),下午6:00,下午9:20,3小时20分钟,直达,经济舱,3230
2025-05-20,中国国际航空,CA1309,北京首都国际机场(PEK),广州白云国际机场(CAN),下午6:00,下午9:20,3小时20分钟,直达,经济舱,3230
2025-05-20,深圳航空,ZH1339,北京首都国际机场(PEK),广州白云国际机场(CAN),下午12:00,下午3:20,3小时20分钟,直达,经济舱,3430
2025-05-20,中国国际航空,CA1339,北京首都国际机场(PEK),广州白云国际机场(CAN),下午12:00,下午3:20,3小时20分钟,直达,经济舱,3430
2025-05-20,深圳航空,ZH1301,北京首都国际机场(PEK),广州白云国际机场(CAN),下午3:00,下午6:20,3小时20分钟,直达,经济舱,3430
2025-05-20,中国国际航空,CA1301,北京首都国际机场(PEK),广州白云国际机场(CAN),下午3:00,下午6:20,3小时20分钟,直达,经济舱,3430
2025-05-20,深圳航空,ZH1315,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:00,下午2:25,3小时25分钟,直达,经济舱,3430
2025-05-20,中国国际航空,CA1315,北京首都国际机场(PEK),广州白云国际机场(CAN),上午11:00,下午2:25,3小时25分钟,直达,经济舱,3430
2025-05-20,深圳航空,ZH1327,北京首都国际机场(PEK),广州白云国际机场(CAN),下午2:00,下午5:25,3小时25分钟,直达,经济舱,3430
2025-05-20,中国国际航空,CA1327,北京首都国际机场(PEK),广州白云国际机场(CAN),下午2:00,下午5:25,3小时25分钟,直达,经济舱,3430
2025-05-20,海南航空,HU7805,北京首都国际机场(PEK),广州白云国际机场(CAN),上午10:30,下午1:55,3小时25分钟,直达,经济舱,3665
2025-05-20,中国国际航空,CA1317,北京首都国际机场(PEK),广州白云国际机场(CAN),上午10:00,下午1:20,3小时20分钟,直达,经济舱,3695
2025-05-20,海南航空,HU7547,北京首都国际机场(PEK),成都双流国际机场(CTU),下午8:00,下午10:55,2小时55分钟,直达,经济舱,570
2025-05-20,四川航空,3U8898,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:50,2小时50分钟,直达,经济舱,580
2025-05-20,中国国际航空,CA4118,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:55,2小时55分钟,直达,经济舱,580
2025-05-20,四川航空,3U3865,北京首都国际机场(PEK),成都双流国际机场(CTU),下午8:15,下午11:00,2小时45分钟,直达,经济舱,590
2025-05-20,四川航空,3U6876,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,670
2025-05-20,西藏航空,TV9956,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,720
2025-05-20,海南航空,HU7347,北京首都国际机场(PEK),成都双流国际机场(CTU),下午2:30,下午5:35,3小时5分钟,直达,经济舱,720
2025-05-20,海南航空,HU7247,北京首都国际机场(PEK),成都双流国际机场(CTU),下午12:55,下午3:55,未知飞行时间分钟,直达,经济舱,770
2025-05-20,四川航空,3U8890,北京首都国际机场(PEK),成都双流国际机场(CTU),上午6:55,上午9:50,2小时55分钟,直达,经济舱,820
2025-05-20,中国国际航空,CA4106,北京首都国际机场(PEK),成都双流国际机场(CTU),下午8:30,下午11:35,3小时5分钟,直达,经济舱,820
2025-05-20,四川航空,3U8900,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,850
2025-05-20,四川航空,3U6880,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,850
2025-05-20,四川航空,3U8888,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,870
2025-05-20,中国国际航空,CA1425,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:45,下午8:45,未知飞行时间分钟,直达,经济舱,880
2025-05-20,四川航空,3U8896,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:45,下午10:25,2小时40分钟,直达,经济舱,900
2025-05-20,中国国际航空,CA4182,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:00,上午9:55,2小时55分钟,直达,经济舱,940
2025-05-20,成都航空,EU7896,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,960
2025-05-20,中国国际航空,CA4196,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:00,下午6:10,3小时10分钟,直达,经济舱,1000
2025-05-20,西藏航空,TV6477,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:45,上午11:40,2小时55分钟,直达,经济舱,1010
2025-05-20,深圳航空,ZH9195,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:45,上午11:40,2小时55分钟,直达,经济舱,1010
2025-05-20,山东航空,SC9201,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:45,上午11:40,2小时55分钟,直达,经济舱,1010
2025-05-20,昆明航空,KY9193,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:45,上午11:40,2小时55分钟,直达,经济舱,1010
2025-05-20,中国国际航空,CA3569,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:45,上午11:40,2小时55分钟,直达,经济舱,1010
2025-05-20,中国国际航空,CA4104,北京首都国际机场(PEK),成都双流国际机场(CTU),下午6:30,下午9:30,未知飞行时间分钟,直达,经济舱,1050
2025-05-20,厦门航空,MF5614,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,华夏航空,G56220,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3524,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7300,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5610,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:45,下午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3520,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:45,下午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7296,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:45,下午10:25,2小时40分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5606,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,1070
2025-05-20,华夏航空,G56204,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3518,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7294,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5612,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:50,2小时50分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3522,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:50,2小时50分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7298,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:50,2小时50分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5608,北京首都国际机场(PEK),成都双流国际机场(CTU),上午6:55,上午9:50,2小时55分钟,直达,经济舱,1070
2025-05-20,华夏航空,G56210,北京首都国际机场(PEK),成都双流国际机场(CTU),上午6:55,上午9:50,2小时55分钟,直达,经济舱,1070
2025-05-20,LoongAir,GJ3528,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5318,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3306,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7142,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,1070
2025-05-20,LoongAir,GJ3526,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,1070
2025-05-20,厦门航空,MF5316,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,1070
2025-05-20,中国东方航空,MU3304,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,1070
2025-05-20,成都航空,EU7140,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,1070
2025-05-20,中国南方航空,CZ9614,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9610,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:45,下午10:25,2小时40分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9606,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:40,下午8:30,2小时50分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9612,北京首都国际机场(PEK),成都双流国际机场(CTU),下午10:00,上午12:50,2小时50分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9608,北京首都国际机场(PEK),成都双流国际机场(CTU),上午6:55,上午9:50,2小时55分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9318,北京首都国际机场(PEK),成都双流国际机场(CTU),上午8:25,上午11:20,2小时55分钟,直达,经济舱,1090
2025-05-20,中国南方航空,CZ9316,北京首都国际机场(PEK),成都双流国际机场(CTU),下午3:30,下午6:30,未知飞行时间分钟,直达,经济舱,1090
2025-05-20,QingdaoAirlines,QW6020,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:45,上午10:25,2小时40分钟,直达,经济舱,1100
2025-05-20,中国国际航空,CA1405,北京首都国际机场(PEK),成都双流国际机场(CTU),上午7:30,上午10:30,未知飞行时间分钟,直达,经济舱,1150
2025-05-20,中国国际航空,CA1407,北京首都国际机场(PEK),成都双流国际机场(CTU),下午4:45,下午7:45,未知飞行时间分钟,直达,经济舱,1150
2025-05-20,中国国际航空,CA4110,北京首都国际机场(PEK),成都双流国际机场(CTU),下午7:30,下午10:35,3小时5分钟,直达,经济舱,1150
2025-05-20,LoongAir,GJ5196,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,1150
2025-05-20,山东航空,SC6196,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,1150
2025-05-20,昆明航空,KY6796,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,1150
2025-05-20,中国国际航空,CA5578,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,1150
2025-05-20,深圳航空,ZH3952,北京首都国际机场(PEK),成都双流国际机场(CTU),下午5:55,下午9:10,3小时15分钟,直达,经济舱,1170
2025-05-20,云南祥鹏航空,8L7547,北京首都国际机场(PEK),成都双流国际机场(CTU),下午8:00,下午10:55,2小时55分钟,直达,经济舱,1200
2025-05-20,云南祥鹏航空,8L7247,北京首都国际机场(PEK),成都双流国际机场(CTU),下午12:55,下午3:55,未知飞行时间分钟,直达,经济舱,1200
2025-05-20,云南祥鹏航空,8L7347,北京首都国际机场(PEK),成都双流国际机场(CTU),下午2:30,下午5:35,3小时5分钟,直达,经济舱,1200
2025-05-20,中国国际航空,CA4186,北京首都国际机场(PEK),成都双流国际机场(CTU),上午10:00,下午1:00,未知飞行时间分钟,直达,经济舱,1340
